*****
32,0.05,1000,0,1,10,100,0.75,1.0,0.85,1.0,0.01
32,1000,1000,1000,973,1000,0,0,0,0,0,0
32.05,967,967,967,942,967,0,0,0,0,0,0
32.099999999999994,937,937,937,913,937,0,0,0,0,0,0
32.14999999999999,995,995,995,966,995,0,0,0,0,0,0
32.19999999999999,993,993,993,961,993,0,0,0,0,0,0
32.249999999999986,936,936,936,906,936,0,0,0,0,0,0
32.29999999999998,977,977,977,955,977,0,0,0,0,0,0
32.34999999999998,965,965,965,945,965,0,0,0,0,0,0
32.39999999999998,974,974,974,951,974,0,0,0,0,0,0
32.449999999999974,1011,1011,1011,984,1011,0,0,0,0,0,0
32.49999999999997,981,981,981,953,981,0,0,0,0,0,0
32.54999999999997,977,977,977,955,977,0,0,0,0,0,0
32.599999999999966,984,984,984,948,984,0,0,0,0,0,0
32.64999999999996,1003,1003,1003,970,1003,0,0,0,0,0,0
32.69999999999996,978,978,978,949,978,0,0,0,0,0,0
32.74999999999996,990,990,990,957,990,0,0,0,0,0,0
32.799999999999955,971,971,971,933,971,0,0,0,0,0,0
32.84999999999995,1026,1026,1026,979,1026,0,0,0,0,0,0
32.89999999999995,946,946,946,911,946,0,0,0,0,0,0
32.949999999999946,985,985,985,930,985,0,0,0,0,0,0
32.99999999999994,1033,1033,1033,983,1033,0,0,0,0,0,0
33.04999999999994,983,983,983,921,983,0,0,0,0,0,0
33.09999999999994,1001,1001,1001,936,1001,0,0,0,0,0,0
33.149999999999935,1017,1017,1017,952,1017,0,0,0,0,0,0
33.19999999999993,958,958,958,888,958,0,0,0,0,0,0
33.24999999999993,935,935,935,862,935,0,0,0,0,0,0
33.299999999999926,940,940,940,861,940,0,0,0,0,0,0
33.34999999999992,937,937,937,833,937,0,0,0,0,0,0
33.39999999999992,1020,1020,1020,920,1020,0,0,0,0,0,0
33.44999999999992,910,910,910,811,910,0,0,0,0,0,0
33.499999999999915,975,975,975,861,975,0,0,0,0,0,0
